"Shape_Leng","Shape_Area","Island","WUI_Riskar","mean_slope"
0.130783892241,0.000653064544228,"Kauai","Kekaha",0.967716252115855
0.123977324733,0.000748207600915,"Kauai","Waimea",7.8608032356005
0.0602081528923,0.000171244456878,"Kauai","Pakala",1.53732083329097
0.117363156006,0.000564630189878,"Kauai","Hanapepe",5.48873538580177
0.0988422615164,0.000441830045446,"Kauai","Eleele",5.45329895855516
0.0618533087382,0.000288867852771,"Kauai","Numila",2.61643760516252
0.162158928405,0.00153744170659,"Kauai","Kalaheo",9.73291608674032
0.148419415148,0.000766571105316,"Kauai","Lawai",12.5669871092918
0.106786966403,0.000547695471896,"Kauai","Omao",5.86007798406418
0.126561402347,0.000400597387821,"Kauai","Poipu",2.56433103511624
0.168423689558,0.00110157148413,"Kauai","Koloa",2.8984323245811
0.0583440518494,0.000251420381683,"Kauai","Kahili Wai",7.35685030541864
0.0665063620676,0.000196074548534,"Kauai","Niumalu",6.53546924069447
0.10611662199,0.000676507504912,"Kauai","Puhi",4.36329695409955
0.192331326804,0.00117245870815,"Kauai","Lihue",2.97816253961749
0.155618526029,0.000725709527509,"Kauai","Hanamaulu",5.33099336295129
0.239637549342,0.00192592731455,"Kauai","Wailua Homestead",8.91434088859421
0.126458849027,0.000727051071257,"Kauai","Wailua House Lots",9.63218385040474
0.0926730979804,0.000372038562675,"Kauai","Waipouli",1.7299428865543
0.0834298183703,0.000336513133276,"Kauai","Kealia",4.92597976731198
0.226012729839,0.0021582726991,"Kauai","Kapaa",8.40607308721968
0.0872407837207,0.000450976885345,"Kauai","Anahola",4.53976851965845
0.175807683806,0.00109228218993,"Kauai","Papaa",6.7475450236597
0.151040432139,0.0010169735958,"Kauai","Moloaa",6.97629566321422
0.252822585122,0.00167379185782,"Kauai","Kilauea",5.63051942601532
0.23869141592,0.00133984105049,"Kauai","Kalihiwai",9.5263966857027
0.205490257813,0.00110968774411,"Kauai","Princeville",6.63877554170073
0.207824481451,0.000706689803881,"Kauai","Hanalei",7.67483650164693
0.103752506913,0.000537415125135,"Kauai","Lumahai",20.2037102413162
0.097718618963,0.000248399798577,"Kauai","Wainaha-Haena",19.0360016616881
0.0378190355572,8.10048146747e-05,"Oahu","Makua Keeau",21.0968590818332
0.166695932574,0.00111082691212,"Oahu","Makaha",12.208936765089
0.158953978976,0.00107215302252,"Oahu","Waiane",8.08813269459125
0.204895912032,0.00143306492745,"Oahu","Maili",4.08956887057812
0.205018322829,0.00151337072999,"Oahu","Nanakuli",10.7009533347862
0.11451053499,0.000681965263624,"Oahu","Honokai/Koolina",5.12436240132219
0.148562817256,0.00139881774094,"Oahu","Makakilo",11.7859511753346
0.210737935776,0.00155481055208,"Oahu","Kapolei",0.992087018790096
0.227797561715,0.00213117889434,"Oahu","Ewa",0.611074092081417
0.242256141788,0.00230489046655,"Oahu","Waikele",4.12677654569277
0.294585000785,0.00404572398476,"Oahu","Mililani",7.87782572912732
0.229456904793,0.00225032661529,"Oahu","Wahiwa",6.70872446159584
0.353106754933,0.0040265224029,"Oahu","Pearl City/Halawa",12.7278146985597
0.584376269182,0.0063680171417,"Oahu","Honolulu",12.4238388387525
0.368271724465,0.00343230214095,"Oahu","East Honolulu Diamond Head",9.84075289511404
0.603908448203,0.00416921566028,"Oahu","East Honolulu Hawaii Kai",18.3825863927885
0.254556677533,0.00190463743346,"Oahu","Waimanalo",11.4420077679129
0.320769122344,0.0033417836214,"Oahu","Kailua",8.38741200925722
0.310038668764,0.00248596541003,"Oahu","Kaneohe",10.7574241496421
0.211551687465,0.00174019368512,"Oahu","Kahaluu",17.2074979686728
0.153572603516,0.00068937191646,"Oahu","Waiahole/Waikane",12.5276134082788
0.101772519715,0.000384500749349,"Oahu","Kaaawa",24.7740969483416
0.0225899159889,2.44313309234e-05,"Oahu","Kahana",2.30389664535081
0.138879598729,0.000638052705811,"Oahu","Punaluu",12.4300330010614
0.0819870973793,0.000357567699383,"Oahu","Hauula",17.7211437090342
0.167581969192,0.000725431994816,"Oahu","Laie",4.94395496155794
0.0972323560245,0.000524278705785,"Oahu","Kahuku",4.30578553210752
